Asset Tag,Asset Type,Asset Type Description,Site,Location,Serial No,Manufacturer,Model,Category,Category,Category,Category,Category,Category,Category,Category,Grade,Grade,Grade,Grade,Physics,Chemistry,Biology,Science,Math
1406,CO2 Gas Sensor,Probe for use with the Vernier LabQuest that measures levels of gaseous carbon dioxide.,Stephens Hall,STPH 120,,Vernier Software & Technology,CO2-BTA,,,,,,,,,,,,,,,,,
1407,CO2 Gas Sensor,Probe for use with the Vernier LabQuest that measures levels of gaseous carbon dioxide.,Stephens Hall,STPH 120,,Vernier Software & Technology,CO2-BTA,,,,,,,,,,,,,,,,,
1408,CO2 Gas Sensor,Probe for use with the Vernier LabQuest that measures levels of gaseous carbon dioxide.,Stephens Hall,STPH 120,,Vernier Software & Technology,CO2-BTA,,,,,,,,,,,,,,,,,
1409,CO2 Gas Sensor,Probe for use with the Vernier LabQuest that measures levels of gaseous carbon dioxide.,Stephens Hall,STPH 120,,Vernier Software & Technology,CO2-BTA,,,,,,,,,,,,,,,,,
1410,CO2 Gas Sensor,Probe for use with the Vernier LabQuest that measures levels of gaseous carbon dioxide.,Stephens Hall,STPH 120,,Vernier Software & Technology,CO2-BTA,,,,,,,,,,,,,,,,,
1411,CO2 Gas Sensor,Probe for use with the Vernier LabQuest that measures levels of gaseous carbon dioxide.,Stephens Hall,STPH 120,,Vernier Software & Technology,CO2-BTA,,,,,,,,,,,,,,,,,
1412,CO2 Gas Sensor,Probe for use with the Vernier LabQuest that measures levels of gaseous carbon dioxide.,Stephens Hall,STPH 120,,Vernier Software & Technology,CO2-BTA,,,,,,,,,,,,,,,,,
1413,CO2 Gas Sensor,Probe for use with the Vernier LabQuest that measures levels of gaseous carbon dioxide.,Stephens Hall,STPH 120,,Vernier Software & Technology,CO2-BTA,,,,,,,,,,,,,,,,,
1416,pH Sensor,Probe for use with the Vrenier LabQuest to take a pH reading.,Stephens Hall,STPH 120,,Vernier Software & Technology,PH-BTA,,,,,,,,,,,,,,,,,
1417,pH Sensor,Probe for use with the Vrenier LabQuest to take a pH reading.,Stephens Hall,STPH 120,,Vernier Software & Technology,PH-BTA,,,,,,,,,,,,,,,,,
1418,pH Sensor,Probe for use with the Vrenier LabQuest to take a pH reading.,Stephens Hall,STPH 120,,Vernier Software & Technology,PH-BTA,,,,,,,,,,,,,,,,,
1419,pH Sensor,Probe for use with the Vrenier LabQuest to take a pH reading.,Stephens Hall,STPH 120,,Vernier Software & Technology,PH-BTA,,,,,,,,,,,,,,,,,
1420,pH Sensor,Probe for use with the Vrenier LabQuest to take a pH reading.,Stephens Hall,STPH 120,,Vernier Software & Technology,PH-BTA,,,,,,,,,,,,,,,,,
1421,pH Sensor,Probe for use with the Vrenier LabQuest to take a pH reading.,Stephens Hall,STPH 120,,Vernier Software & Technology,PH-BTA,,,,,,,,,,,,,,,,,
1422,pH Sensor,Probe for use with the Vrenier LabQuest to take a pH reading.,Stephens Hall,STPH 120,,Vernier Software & Technology,PH-BTA,,,,,,,,,,,,,,,,,
1423,ProScope HR Deluxe Kit,A USB handheld digital microscope designed for use with your computer.,Stephens Hall,STPH 120,,Vernier Software & Technology,BD-DX,,,,,,,,,,,,,,,,,
1424,ProScope Stand,Stand for ProScope HD,Stephens Hall,STPH 120,,Vernier Software & Technology,BD-STAND,,,,,,,,,,,,,,,,,
1425,Dissolved Oxygen Probe,A probe for use with the Vernier LabQuest to measure the concentration of dissolved oxygen in water samples.,Stephens Hall,STPH 120,,Vernier Software & Technology,DO-BTA,,,,,,,,,,,,,,,,,
1426,Dissolved Oxygen Probe,A probe for use with the Vernier LabQuest to measure the concentration of dissolved oxygen in water samples.,Stephens Hall,STPH 120,,Vernier Software & Technology,DO-BTA,,,,,,,,,,,,,,,,,
1427,Dissolved Oxygen Probe,A probe for use with the Vernier LabQuest to measure the concentration of dissolved oxygen in water samples.,Stephens Hall,STPH 120,,Vernier Software & Technology,DO-BTA,,,,,,,,,,,,,,,,,
1428,Dissolved Oxygen Probe,A probe for use with the Vernier LabQuest to measure the concentration of dissolved oxygen in water samples.,Stephens Hall,STPH 120,,Vernier Software & Technology,DO-BTA,,,,,,,,,,,,,,,,,
1429,Dissolved Oxygen Probe,A probe for use with the Vernier LabQuest to measure the concentration of dissolved oxygen in water samples.,Stephens Hall,STPH 120,,Vernier Software & Technology,DO-BTA,,,,,,,,,,,,,,,,,
1430,Dissolved Oxygen Probe,A probe for use with the Vernier LabQuest to measure the concentration of dissolved oxygen in water samples.,Stephens Hall,STPH 120,,Vernier Software & Technology,DO-BTA,,,,,,,,,,,,,,,,,
1431,Dissolved Oxygen Probe,A probe for use with the Vernier LabQuest to measure the concentration of dissolved oxygen in water samples.,Stephens Hall,STPH 120,,Vernier Software & Technology,DO-BTA,,,,,,,,,,,,,,,,,
1432,Dissolved Oxygen Probe,A probe for use with the Vernier LabQuest to measure the concentration of dissolved oxygen in water samples.,Stephens Hall,STPH 120,,Vernier Software & Technology,DO-BTA,,,,,,,,,,,,,,,,,
1433,Dissolved Oxygen Probe,A probe for use with the Vernier LabQuest to measure the concentration of dissolved oxygen in water samples.,Stephens Hall,STPH 120,,Vernier Software & Technology,DO-BTA,,,,,,,,,,,,,,,,,
1434,Dissolved Oxygen Probe,A probe for use with the Vernier LabQuest to measure the concentration of dissolved oxygen in water samples.,Stephens Hall,STPH 120,,Vernier Software & Technology,DO-BTA,,,,,,,,,,,,,,,,,
1435,Dissolved Oxygen Probe,A probe for use with the Vernier LabQuest to measure the concentration of dissolved oxygen in water samples.,Stephens Hall,STPH 120,,Vernier Software & Technology,DO-BTA,,,,,,,,,,,,,,,,,
1436,Dissolved Oxygen Probe,A probe for use with the Vernier LabQuest to measure the concentration of dissolved oxygen in water samples.,Stephens Hall,STPH 120,,Vernier Software & Technology,DO-BTA,,,,,,,,,,,,,,,,,
1437,Dissolved Oxygen Probe,A probe for use with the Vernier LabQuest to measure the concentration of dissolved oxygen in water samples.,Stephens Hall,STPH 120,,Vernier Software & Technology,DO-BTA,,,,,,,,,,,,,,,,,
1438,Dissolved Oxygen Probe,A probe for use with the Vernier LabQuest to measure the concentration of dissolved oxygen in water samples.,Stephens Hall,STPH 120,,Vernier Software & Technology,DO-BTA,,,,,,,,,,,,,,,,,
1439,Dissolved Oxygen Probe,A probe for use with the Vernier LabQuest to measure the concentration of dissolved oxygen in water samples.,Stephens Hall,STPH 120,,Vernier Software & Technology,DO-BTA,,,,,,,,,,,,,,,,,
1440,Motion Detector,"An attchment for use with the Vernier LabQuest to collect position, velocity, and acceleration data of moving objects.",Stephens Hall,STPH 120,,Vernier Software & Technology,MD-BTD,,,,,,,,,,,,,,,,,
1441,Motion Detector,"An attchment for use with the Vernier LabQuest to collect position, velocity, and acceleration data of moving objects.",Stephens Hall,STPH 120,,Vernier Software & Technology,MD-BTD,,,,,,,,,,,,,,,,,
1442,Motion Detector,"An attchment for use with the Vernier LabQuest to collect position, velocity, and acceleration data of moving objects.",Stephens Hall,STPH 120,,Vernier Software & Technology,MD-BTD,,,,,,,,,,,,,,,,,
1443,Motion Detector,"An attchment for use with the Vernier LabQuest to collect position, velocity, and acceleration data of moving objects.",Stephens Hall,STPH 120,,Vernier Software & Technology,MD-BTD,,,,,,,,,,,,,,,,,
1444,Motion Detector,"An attchment for use with the Vernier LabQuest to collect position, velocity, and acceleration data of moving objects.",Stephens Hall,STPH 120,,Vernier Software & Technology,MD-BTD,,,,,,,,,,,,,,,,,
1445,Motion Detector,"An attchment for use with the Vernier LabQuest to collect position, velocity, and acceleration data of moving objects.",Stephens Hall,STPH 120,,Vernier Software & Technology,MD-BTD,,,,,,,,,,,,,,,,,
1446,Motion Detector,"An attchment for use with the Vernier LabQuest to collect position, velocity, and acceleration data of moving objects.",Stephens Hall,STPH 120,,Vernier Software & Technology,MD-BTD,,,,,,,,,,,,,,,,,
1447,Motion Detector,"An attchment for use with the Vernier LabQuest to collect position, velocity, and acceleration data of moving objects.",Stephens Hall,STPH 120,,Vernier Software & Technology,MD-BTD,,,,,,,,,,,,,,,,,
1448,Motion Detector,"An attchment for use with the Vernier LabQuest to collect position, velocity, and acceleration data of moving objects.",Stephens Hall,STPH 120,,Vernier Software & Technology,MD-BTD,,,,,,,,,,,,,,,,,
1449,Motion Detector,"An attchment for use with the Vernier LabQuest to collect position, velocity, and acceleration data of moving objects.",Stephens Hall,STPH 120,,Vernier Software & Technology,MD-BTD,,,,,,,,,,,,,,,,,
1450,Motion Detector,"An attchment for use with the Vernier LabQuest to collect position, velocity, and acceleration data of moving objects.",Stephens Hall,STPH 120,,Vernier Software & Technology,MD-BTD,,,,,,,,,,,,,,,,,
1451,O2 Gas Sensor,A probe for use with the Vernier LabQuest used to monitor gaseous oxygen levels.,Stephens Hall,STPH 120,,Vernier Software & Technology,O2-BTA,,,,,,,,,,,,,,,,,
1452,O2 Gas Sensor,A probe for use with the Vernier LabQuest used to monitor gaseous oxygen levels.,Stephens Hall,STPH 120,,Vernier Software & Technology,O2-BTA,,,,,,,,,,,,,,,,,
1453,O2 Gas Sensor,A probe for use with the Vernier LabQuest used to monitor gaseous oxygen levels.,Stephens Hall,STPH 120,,Vernier Software & Technology,O2-BTA,,,,,,,,,,,,,,,,,
1454,O2 Gas Sensor,A probe for use with the Vernier LabQuest used to monitor gaseous oxygen levels.,Stephens Hall,STPH 120,,Vernier Software & Technology,O2-BTA,,,,,,,,,,,,,,,,,
1455,O2 Gas Sensor,A probe for use with the Vernier LabQuest used to monitor gaseous oxygen levels.,Stephens Hall,STPH 120,,Vernier Software & Technology,O2-BTA,,,,,,,,,,,,,,,,,
1456,O2 Gas Sensor,A probe for use with the Vernier LabQuest used to monitor gaseous oxygen levels.,Stephens Hall,STPH 120,,Vernier Software & Technology,O2-BTA,,,,,,,,,,,,,,,,,
1457,O2 Gas Sensor,A probe for use with the Vernier LabQuest used to monitor gaseous oxygen levels.,Stephens Hall,STPH 120,,Vernier Software & Technology,O2-BTA,,,,,,,,,,,,,,,,,
1458,O2 Gas Sensor,A probe for use with the Vernier LabQuest used to monitor gaseous oxygen levels.,Stephens Hall,STPH 120,,Vernier Software & Technology,O2-BTA,,,,,,,,,,,,,,,,,
1459,SpectroVis Spectrophtometer,A portable spectrophotometer attachment for use with the Vernier LabQuest.,Stephens Hall,STPH 120,,Vernier Software & Technology,SVIS,,,,,,,,,,,,,,,,,
1460,SpectroVis Spectrophtometer,A portable spectrophotometer attachment for use with the Vernier LabQuest.,Stephens Hall,STPH 120,,Vernier Software & Technology,SVIS,,,,,,,,,,,,,,,,,
1461,SpectroVis Spectrophtometer,A portable spectrophotometer attachment for use with the Vernier LabQuest.,Stephens Hall,STPH 120,,Vernier Software & Technology,SVIS,,,,,,,,,,,,,,,,,
1462,SpectroVis Spectrophtometer,A portable spectrophotometer attachment for use with the Vernier LabQuest.,Stephens Hall,STPH 120,,Vernier Software & Technology,SVIS,,,,,,,,,,,,,,,,,
1463,SpectroVis Spectrophtometer,A portable spectrophotometer attachment for use with the Vernier LabQuest.,Stephens Hall,STPH 120,,Vernier Software & Technology,SVIS,,,,,,,,,,,,,,,,,
1464,SpectroVis Spectrophtometer,A portable spectrophotometer attachment for use with the Vernier LabQuest.,Stephens Hall,STPH 120,,Vernier Software & Technology,SVIS,,,,,,,,,,,,,,,,,
1465,SpectroVis Spectrophtometer,A portable spectrophotometer attachment for use with the Vernier LabQuest.,Stephens Hall,STPH 120,,Vernier Software & Technology,SVIS,,,,,,,,,,,,,,,,,
1466,Flow Rate Sensor,"An attachment for use with the Vernier LabQuest to measure the velocty of water in a river, stream, or canal.",Stephens Hall,STPH 120,,Vernier Software & Technology,FLO-BTA,,,,,,,,,,,,,,,,,
1467,Flow Rate Sensor,"An attachment for use with the Vernier LabQuest to measure the velocty of water in a river, stream, or canal.",Stephens Hall,STPH 120,,Vernier Software & Technology,FLO-BTA,,,,,,,,,,,,,,,,,
1468,Flow Rate Sensor,"An attachment for use with the Vernier LabQuest to measure the velocty of water in a river, stream, or canal.",Stephens Hall,STPH 120,,Vernier Software & Technology,FLO-BTA,,,,,,,,,,,,,,,,,
1469,Flow Rate Sensor,"An attachment for use with the Vernier LabQuest to measure the velocty of water in a river, stream, or canal.",Stephens Hall,STPH 120,,Vernier Software & Technology,FLO-BTA,,,,,,,,,,,,,,,,,
1470,Flow Rate Sensor,"An attachment for use with the Vernier LabQuest to measure the velocty of water in a river, stream, or canal.",Stephens Hall,STPH 120,,Vernier Software & Technology,FLO-BTA,,,,,,,,,,,,,,,,,
1471,Flow Rate Sensor,"An attachment for use with the Vernier LabQuest to measure the velocty of water in a river, stream, or canal.",Stephens Hall,STPH 120,,Vernier Software & Technology,FLO-BTA,,,,,,,,,,,,,,,,,
1472,Flow Rate Sensor,"An attachment for use with the Vernier LabQuest to measure the velocty of water in a river, stream, or canal.",Stephens Hall,STPH 120,,Vernier Software & Technology,FLO-BTA,,,,,,,,,,,,,,,,,
1473,Spirometer,An attachment to be used with the Vernier LabQuest for experiments related to air flow and lung volume.,Stephens Hall,STPH 120,,Vernier Software & Technology,SPR-BTA,,,,,,,,,,,,,,,,,
1474,Spirometer,An attachment to be used with the Vernier LabQuest for experiments related to air flow and lung volume.,Stephens Hall,STPH 120,,Vernier Software & Technology,SPR-BTA,,,,,,,,,,,,,,,,,
1475,Spirometer,An attachment to be used with the Vernier LabQuest for experiments related to air flow and lung volume.,Stephens Hall,STPH 120,,Vernier Software & Technology,SPR-BTA,,,,,,,,,,,,,,,,,
1476,Spirometer,An attachment to be used with the Vernier LabQuest for experiments related to air flow and lung volume.,Stephens Hall,STPH 120,,Vernier Software & Technology,SPR-BTA,,,,,,,,,,,,,,,,,
1477,Spirometer,An attachment to be used with the Vernier LabQuest for experiments related to air flow and lung volume.,Stephens Hall,STPH 120,,Vernier Software & Technology,SPR-BTA,,,,,,,,,,,,,,,,,
1478,CBR 2 TI Sonic Motion Detector,,Stephens Hall,STPH 120,2226000878,Texas Instruments,,,,,,,,,,,,,,,,,,
1479,CBR 2 TI Sonic Motion Detector,,Stephens Hall,STPH 120,2226001126,Texas Instruments,,,,,,,,,,,,,,,,,,
1480,CBR 2 TI Sonic Motion Detector,,Stephens Hall,STPH 120,2226000850,Texas Instruments,,,,,,,,,,,,,,,,,,
1481,CBR 2 TI Sonic Motion Detector,,Stephens Hall,STPH 120,2226001125,Texas Instruments,,,,,,,,,,,,,,,,,,
1482,TI CBL 2 System,,Stephens Hall,STPH 120,2118001461,Texas Instruments,,,,,,,,,,,,,,,,,,
1483,TI CBL 2 System,,Stephens Hall,STPH 120,2118001668,Texas Instruments,,,,,,,,,,,,,,,,,,
1484,TI CBL 2 System,,Stephens Hall,STPH 120,2118001143,Texas Instruments,,,,,,,,,,,,,,,,,,
1485,TI CBL 2 System,,Stephens Hall,STPH 120,2118001875,Texas Instruments,,,,,,,,,,,,,,,,,,
1486,TI Navigator Student Kit,,Stephens Hall,STPH 120,2091001954,Texas Instruments,,,,,,,,,,,,,,,,,,
1487,TI Navigator Classroom Kit,,Stephens Hall,STPH 120,2031107601,Texas Instruments,,,,,,,,,,,,,,,,,,
1488,Epson DC-10s Document Camera,,Stephens Hall,STPH 120,ELPD8X1018X,Epson,,,,,,,,,,,,,,,,,,
1489,Epson DC-10s Document Camera,,Stephens Hall,STPH 120,ELPD8X1020X,Epson,,,,,,,,,,,,,,,,,,
1490,Epson DC-10s Document Camera,,Stephens Hall,STPH 120,ELPD8X1019X,Epson,,,,,,,,,,,,,,,,,,
1491,TI Keyboard Mod. # PLT-KBD,,Stephens Hall,STPH 120,,Texas Instruments,PLT-KBD,,,,,,,,,,,,,,,,,
1492,TI Keyboard Mod. # PLT-KBD,,Stephens Hall,STPH 120,,Texas Instruments,PLT-KBD,,,,,,,,,,,,,,,,,
1493,TI Keyboard Mod. # PLT-KBD,,Stephens Hall,STPH 120,,Texas Instruments,PLT-KBD,,,,,,,,,,,,,,,,,
1494,TI Keyboard Mod. # PLT-KBD,,Stephens Hall,STPH 120,,Texas Instruments,PLT-KBD,,,,,,,,,,,,,,,,,
1495,TI Keyboard Mod. # PLT-KBD,,Stephens Hall,STPH 120,,Texas Instruments,PLT-KBD,,,,,,,,,,,,,,,,,
1496,TI Keyboard Mod. # PLT-KBD,,Stephens Hall,STPH 120,,Texas Instruments,PLT-KBD,,,,,,,,,,,,,,,,,
1497,TI Keyboard Mod. # PLT-KBD,,Stephens Hall,STPH 120,,Texas Instruments,PLT-KBD,,,,,,,,,,,,,,,,,
1498,TI Keyboard Mod. # PLT-KBD,,Stephens Hall,STPH 120,,Texas Instruments,PLT-KBD,,,,,,,,,,,,,,,,,
1499,TI Keyboard Mod. # PLT-KBD,,Stephens Hall,STPH 120,,Texas Instruments,PLT-KBD,,,,,,,,,,,,,,,,,
1500,TI Keyboard Mod. # PLT-KBD,,Stephens Hall,STPH 120,,Texas Instruments,PLT-KBD,,,,,,,,,,,,,,,,,
1501,Digital Timer 22188 Clsrm Prod,,Stephens Hall,STPH 120,,Classroom Products,22188,,,,,,,,,,,,,,,,,
1502,Digital Timer 22188 Clsrm Prod,,Stephens Hall,STPH 120,,Classroom Products,22188,,,,,,,,,,,,,,,,,
1503,Digital Timer 22188 Clsrm Prod,,Stephens Hall,STPH 120,,Classroom Products,22188,,,,,,,,,,,,,,,,,
1504,Digital Timer 22188 Clsrm Prod,,Stephens Hall,STPH 120,,Classroom Products,22188,,,,,,,,,,,,,,,,,
1505,Digital Timer 22188 Clsrm Prod,,Stephens Hall,STPH 120,,Classroom Products,22188,,,,,,,,,,,,,,,,,
1506,Digital Timer 22188 Clsrm Prod,,Stephens Hall,STPH 120,,Classroom Products,22188,,,,,,,,,,,,,,,,,
1507,Digital Timer 22188 Clsrm Prod,,Stephens Hall,STPH 120,,Classroom Products,22188,,,,,,,,,,,,,,,,,
1508,Digital Timer 22188 Clsrm Prod,,Stephens Hall,STPH 120,,Classroom Products,22188,,,,,,,,,,,,,,,,,
1509,Digital Timer 22188 Clsrm Prod,,Stephens Hall,STPH 120,,Classroom Products,22188,,,,,,,,,,,,,,,,,
1510,Digital Timer 22188 Clsrm Prod,,Stephens Hall,STPH 120,,Classroom Products,22188,,,,,,,,,,,,,,,,,
1511,Digital Timer 22188 Clsrm Prod,,Stephens Hall,STPH 120,,Classroom Products,22188,,,,,,,,,,,,,,,,,
1512,Digital Timer 22188 Clsrm Prod,,Stephens Hall,STPH 120,,Classroom Products,22188,,,,,,,,,,,,,,,,,
1513,Digital Timer 22188 Clsrm Prod,,Stephens Hall,STPH 120,,Classroom Products,22188,,,,,,,,,,,,,,,,,
1514,Digital Timer 22188 Clsrm Prod,,Stephens Hall,STPH 120,,Classroom Products,22188,,,,,,,,,,,,,,,,,
1515,Digital Timer 22188 Clsrm Prod,,Stephens Hall,STPH 120,,Classroom Products,22188,,,,,,,,,,,,,,,,,
1516,Digital Timer 22188 Clsrm Prod,,Stephens Hall,STPH 120,,Classroom Products,22188,,,,,,,,,,,,,,,,,
1517,Digital Timer 22188 Clsrm Prod,,Stephens Hall,STPH 120,,Classroom Products,22188,,,,,,,,,,,,,,,,,
1518,Digital Timer 22188 Clsrm Prod,,Stephens Hall,STPH 120,,Classroom Products,22188,,,,,,,,,,,,,,,,,
1519,Digital Timer 22188 Clsrm Prod,,Stephens Hall,STPH 120,,Classroom Products,22188,,,,,,,,,,,,,,,,,
1520,Digital Timer 22188 Clsrm Prod,,Stephens Hall,STPH 120,,Classroom Products,22188,,,,,,,,,,,,,,,,,
1521,Digital Timer 22188 Clsrm Prod,,Stephens Hall,STPH 120,,Classroom Products,22188,,,,,,,,,,,,,,,,,
1522,Digital Timer 22188 Clsrm Prod,,Stephens Hall,STPH 120,,Classroom Products,22188,,,,,,,,,,,,,,,,,
1523,Digital Timer 22188 Clsrm Prod,,Stephens Hall,STPH 120,,Classroom Products,22188,,,,,,,,,,,,,,,,,
1524,Digital Timer 22188 Clsrm Prod,,Stephens Hall,STPH 120,,Classroom Products,22188,,,,,,,,,,,,,,,,,
1525,Digital Timer 22188 Clsrm Prod,,Stephens Hall,STPH 120,,Classroom Products,22188,,,,,,,,,,,,,,,,,
1526,Digital Timer 22188 Clsrm Prod,,Stephens Hall,STPH 120,,Classroom Products,22188,,,,,,,,,,,,,,,,,
1527,Digital Timer 22188 Clsrm Prod,,Stephens Hall,STPH 120,,Classroom Products,22188,,,,,,,,,,,,,,,,,
1528,Digital Timer 22188 Clsrm Prod,,Stephens Hall,STPH 120,,Classroom Products,22188,,,,,,,,,,,,,,,,,
1529,Digital Timer 22188 Clsrm Prod,,Stephens Hall,STPH 120,,Classroom Products,22188,,,,,,,,,,,,,,,,,
1530,Digital Timer 22188 Clsrm Prod,,Stephens Hall,STPH 120,,Classroom Products,22188,,,,,,,,,,,,,,,,,
1531,3B Skeleton,,Stephens Hall,STPH 120,,3B,,,,,,,,,,,,,,,,,,
1532,3B Skeleton,,Stephens Hall,STPH 120,,3B,,,,,,,,,,,,,,,,,,
1533,3B Torso,,Stephens Hall,STPH 120,,3B,,,,,,,,,,,,,,,,,,
1534,3B Torso,,Stephens Hall,STPH 120,,3B,,,,,,,,,,,,,,,,,,
1535,Clssrm Perform. Sys. Receiver,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1536,Clssrm Perform. Sys. Receiver,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1537,Clssrm Perform. Sys. Receiver,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1538,Clssrm Perform. Sys. Receiver,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1539,Clssrm Perform. Sys. Receiver,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1540,Clssrm Perform. Sys. Receiver,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1541,Clssrm Perform. Sys. Receiver,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1542,Clssrm Perform. Sys. Receiver,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1543,CPS RF Remote,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1544,CPS RF Remote,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1545,CPS RF Remote,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1546,CPS RF Remote,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1547,CPS RF Remote,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1548,CPS Standard Remote,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1549,CPS Standard Remote,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1550,CPS Standard Remote,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1551,CPS Standard Remote,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1552,CPS Standard Remote,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1553,CPS Standard Remote,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1554,CPS Standard Remote,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1555,CPS Standard Remote,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1556,CPS Standard Remote,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1557,CPS Standard Remote,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1558,CPS Standard Remote,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1559,CPS Standard Remote,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1560,CPS Standard Remote,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1561,CPS Standard Remote,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1562,CPS Standard Remote,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1563,CPS Standard Remote,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1564,CPS Standard Remote,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1565,CPS Standard Remote,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1566,CPS Standard Remote,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1567,CPS Standard Remote,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1568,CPS Standard Remote,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1569,CPS Standard Remote,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1570,CPS Standard Remote,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1571,CPS Standard Remote,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1572,CPS Standard Remote,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1573,CPS Standard Remote,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1574,CPS Standard Remote,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1575,CPS Standard Remote,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1576,CPS Standard Remote,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1577,CPS Standard Remote,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1578,CPS Standard Remote,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1579,CPS Standard Remote,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1580,CPS Standard Remote,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1581,CPS Standard Remote,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1582,CPS Standard Remote,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1583,CPS Standard Remote,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1584,CPS Standard Remote,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1585,CPS Standard Remote,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1586,CPS Standard Remote,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1587,CPS Standard Remote,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1588,CPS Standard Remote,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1589,CPS Standard Remote,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1590,CPS Standard Remote,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1591,CPS Standard Remote,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1592,CPS Standard Remote,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1593,CPS Standard Remote,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
1594,CPS Standard Remote,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
