Asset Tag,Asset Type,Asset Type Description,Site,Location,Serial No,Manufacturer,Model,Category,Category,Category,Category,Category,Category,Category,Category,Grade,Grade,Grade,Grade,Physics,Chemistry,Biology,Science,Math
2722,pH Sensor,Probe for use with the Vrenier LabQuest to take a pH reading.,Stephens Hall,STPH 120,,Vernier Software & Technology,PH-BTA,,,,,,,,,,,,,,,,,
2723,Ammonium Ion-Select. Electrode,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2724,Ammonium Ion-Select. Electrode,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2725,Ammonium Ion-Select. Electrode,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2726,Ammonium Ion-Select. Electrode,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2727,Calcium Ion-Select. Electrode,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2728,Calcium Ion-Select. Electrode,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2729,Calcium Ion-Select. Electrode,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2730,Calcium Ion-Select. Electrode,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2731,Chloride Ion-Select. Electrode,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2732,Chloride Ion-Select. Electrode,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2733,Chloride Ion-Select. Electrode,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2734,Chloride Ion-Select. Electrode,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2735,Dissolved Oxygen Probe,A probe for use with the Vernier LabQuest to measure the concentration of dissolved oxygen in water samples.,Stephens Hall,STPH 120,,Vernier Software & Technology,DO-BTA,,,,,,,,,,,,,,,,,
2736,Dissolved Oxygen Probe,A probe for use with the Vernier LabQuest to measure the concentration of dissolved oxygen in water samples.,Stephens Hall,STPH 120,,Vernier Software & Technology,DO-BTA,,,,,,,,,,,,,,,,,
2737,Dissolved Oxygen Probe,A probe for use with the Vernier LabQuest to measure the concentration of dissolved oxygen in water samples.,Stephens Hall,STPH 120,,Vernier Software & Technology,DO-BTA,,,,,,,,,,,,,,,,,
2738,Dissolved Oxygen Probe,A probe for use with the Vernier LabQuest to measure the concentration of dissolved oxygen in water samples.,Stephens Hall,STPH 120,,Vernier Software & Technology,DO-BTA,,,,,,,,,,,,,,,,,
2740,Nitrate Ion-Select. Electrode,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2741,Nitrate Ion-Select. Electrode,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2742,Nitrate Ion-Select. Electrode,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2743,Stir Station,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2744,Stir Station,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2745,Stir Station,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2746,Stir Station,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2747,Stir Station,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2748,Stir Station,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2749,Stir Station,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2750,Stir Station,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2757,Heart Model,,Stephens Hall,STPH 120,,3B,,,,,,,,,,,,,,,,,,
2758,Heart Model,,Stephens Hall,STPH 120,,3B,,,,,,,,,,,,,,,,,,
2759,Hot Plate,,Stephens Hall,STPH 120,,Corning,,,,,,,,,,,,,,,,,,
2760,Hot Plate,,Stephens Hall,STPH 120,,Corning,,,,,,,,,,,,,,,,,,
2761,Balance,,Stephens Hall,STPH 120,,Ohaus,,,,,,,,,,,,,,,,,,
2762,Balance,,Stephens Hall,STPH 120,,Ohaus,,,,,,,,,,,,,,,,,,
2763,Dynamics System-Tracks,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2764,Dynamics System-Tracks,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2765,Dynamics System-Tracks,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2766,Dynamics System-Tracks,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2767,Dynamics System-Tracks,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2768,Dynamics System-Tracks,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2769,Dynamics System-Tracks,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2770,Dynamics System-Tracks,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2771,Imaging Hoods,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2772,Imaging Hoods,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2773,Picket Fence,Accesory for use with Vernier Photogate.,Stephens Hall,STPH 120,,Vernier Software & Technology,PF,,,,,,,,,,,,,,,,,
2774,Picket Fence,Accesory for use with Vernier Photogate.,Stephens Hall,STPH 120,,Vernier Software & Technology,PF,,,,,,,,,,,,,,,,,
2775,Picket Fence,Accesory for use with Vernier Photogate.,Stephens Hall,STPH 120,,Vernier Software & Technology,PF,,,,,,,,,,,,,,,,,
2776,Picket Fence,Accesory for use with Vernier Photogate.,Stephens Hall,STPH 120,,Vernier Software & Technology,PF,,,,,,,,,,,,,,,,,
2777,Calorimeter,An attachment to be used with the Vernier LabQuest to determine the concentration of a solution by analyzing its color intensity.,Stephens Hall,STPH 120,,Vernier Software & Technology,COL-BTA,,,,,,,,,,,,,,,,,
2778,Picket Fence,Accesory for use with Vernier Photogate.,Stephens Hall,STPH 120,,Vernier Software & Technology,PF,,,,,,,,,,,,,,,,,
2779,Picket Fence,Accesory for use with Vernier Photogate.,Stephens Hall,STPH 120,,Vernier Software & Technology,PF,,,,,,,,,,,,,,,,,
2780,Picket Fence,Accesory for use with Vernier Photogate.,Stephens Hall,STPH 120,,Vernier Software & Technology,PF,,,,,,,,,,,,,,,,,
2781,Vernier Photogate,A general purpose photogate attachment for Vernier LabQuest.,Stephens Hall,STPH 120,,Vernier Software & Technology,VPG-BTD,,,,,,,,,,,,,,,,,
2782,Vernier Photogate,A general purpose photogate attachment for Vernier LabQuest.,Stephens Hall,STPH 120,,Vernier Software & Technology,VPG-BTD,,,,,,,,,,,,,,,,,
2783,Vernier Photogate,A general purpose photogate attachment for Vernier LabQuest.,Stephens Hall,STPH 120,,Vernier Software & Technology,VPG-BTD,,,,,,,,,,,,,,,,,
2784,Vernier Photogate,A general purpose photogate attachment for Vernier LabQuest.,Stephens Hall,STPH 120,,Vernier Software & Technology,VPG-BTD,,,,,,,,,,,,,,,,,
2785,Vernier Photogate,A general purpose photogate attachment for Vernier LabQuest.,Stephens Hall,STPH 120,,Vernier Software & Technology,VPG-BTD,,,,,,,,,,,,,,,,,
2786,Vernier Photogate,A general purpose photogate attachment for Vernier LabQuest.,Stephens Hall,STPH 120,,Vernier Software & Technology,VPG-BTD,,,,,,,,,,,,,,,,,
2787,Vernier Photogate,A general purpose photogate attachment for Vernier LabQuest.,Stephens Hall,STPH 120,,Vernier Software & Technology,VPG-BTD,,,,,,,,,,,,,,,,,
2788,Vernier Photogate,A general purpose photogate attachment for Vernier LabQuest.,Stephens Hall,STPH 120,,Vernier Software & Technology,VPG-BTD,,,,,,,,,,,,,,,,,
2789,Vernier SS Temp. Probe,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2790,Vernier SS Temp. Probe,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2791,Vernier SS Temp. Probe,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2792,Vernier SS Temp. Probe,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2794,Vernier SS Temp. Probe,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2795,Vernier SS Temp. Probe,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2796,Vernier SS Temp. Probe,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2797,Vernier SS Temp. Probe,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2798,Vernier SS Temp. Probe,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2799,Vernier SS Temp. Probe,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2800,Vernier SS Temp. Probe,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2801,Vernier Current Probe,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2802,Vernier Current Probe,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2803,Vernier Current Probe,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2804,Vernier Current Probe,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2805,Vernier Current Probe,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2806,Vernier Current Probe,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2807,Vernier Current Probe,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2808,Vernier Current Probe,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2809,Vernier Voltage Probe,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2810,Vernier Voltage Probe,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2811,Vernier Voltage Probe,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2812,Vernier Voltage Probe,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2813,Vernier Voltage Probe,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2814,Vernier Voltage Probe,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2815,Vernier Voltage Probe,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2816,Vernier Voltage Probe,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2817,TrueBlue Transilluminator,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2818,TrueBlue Transilluminator,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2820,TI-NSPIRE Keyboard Set,,Stephens Hall,STPH 120,,Texas Instruments,,,,,,,,,,,,,,,,,,
2821,TI NSPIRE Calculators,,Stephens Hall,STPH 120,,Texas Instruments,,,,,,,,,,,,,,,,,,
2822,TI NSPIRE Calculators,,Stephens Hall,STPH 120,,Texas Instruments,,,,,,,,,,,,,,,,,,
2823,TI NSPIRE Calculators,,Stephens Hall,STPH 120,,Texas Instruments,,,,,,,,,,,,,,,,,,
2824,TI NSPIRE Calculators,,Stephens Hall,STPH 120,,Texas Instruments,,,,,,,,,,,,,,,,,,
2825,TI NSPIRE Calculators,,Stephens Hall,STPH 120,,Texas Instruments,,,,,,,,,,,,,,,,,,
2826,TI NSPIRE Calculators,,Stephens Hall,STPH 120,,Texas Instruments,,,,,,,,,,,,,,,,,,
2827,TI NSPIRE Calculators,,Stephens Hall,STPH 120,,Texas Instruments,,,,,,,,,,,,,,,,,,
2828,TI NSPIRE Calculators,,Stephens Hall,STPH 120,,Texas Instruments,,,,,,,,,,,,,,,,,,
2829,TI NSPIRE Calculators,,Stephens Hall,STPH 120,,Texas Instruments,,,,,,,,,,,,,,,,,,
2830,TI NSPIRE Calculators,,Stephens Hall,STPH 120,,Texas Instruments,,,,,,,,,,,,,,,,,,
2831,TI NSPIRE Calculators,,Stephens Hall,STPH 120,,Texas Instruments,,,,,,,,,,,,,,,,,,
2832,TI NSPIRE Calculators,,Stephens Hall,STPH 120,,Texas Instruments,,,,,,,,,,,,,,,,,,
2833,TI NSPIRE Calculators,,Stephens Hall,STPH 120,,Texas Instruments,,,,,,,,,,,,,,,,,,
2834,TI NSPIRE Calculators,,Stephens Hall,STPH 120,,Texas Instruments,,,,,,,,,,,,,,,,,,
2835,TI NSPIRE Calculators,,Stephens Hall,STPH 120,,Texas Instruments,,,,,,,,,,,,,,,,,,
2836,TI NSPIRE Calculators,,Stephens Hall,STPH 120,,Texas Instruments,,,,,,,,,,,,,,,,,,
2837,TI NSPIRE Calculators,,Stephens Hall,STPH 120,,Texas Instruments,,,,,,,,,,,,,,,,,,
2838,TI NSPIRE Calculators,,Stephens Hall,STPH 120,,Texas Instruments,,,,,,,,,,,,,,,,,,
2839,TI NSPIRE Calculators,,Stephens Hall,STPH 120,,Texas Instruments,,,,,,,,,,,,,,,,,,
2840,TI NSPIRE Calculators,,Stephens Hall,STPH 120,,Texas Instruments,,,,,,,,,,,,,,,,,,
2841,TI-NSPIRE Keyboard Set,,Stephens Hall,STPH 120,,Texas Instruments,,,,,,,,,,,,,,,,,,
2842,TI NSPIRE Calculators,,Stephens Hall,STPH 120,,Texas Instruments,,,,,,,,,,,,,,,,,,
2843,TI NSPIRE Calculators,,Stephens Hall,STPH 120,,Texas Instruments,,,,,,,,,,,,,,,,,,
2844,TI NSPIRE Calculators,,Stephens Hall,STPH 120,,Texas Instruments,,,,,,,,,,,,,,,,,,
2845,TI NSPIRE Calculators,,Stephens Hall,STPH 120,,Texas Instruments,,,,,,,,,,,,,,,,,,
2846,TI NSPIRE Calculators,,Stephens Hall,STPH 120,,Texas Instruments,,,,,,,,,,,,,,,,,,
2847,TI NSPIRE Calculators,,Stephens Hall,STPH 120,,Texas Instruments,,,,,,,,,,,,,,,,,,
2848,TI NSPIRE Calculators,,Stephens Hall,STPH 120,,Texas Instruments,,,,,,,,,,,,,,,,,,
2849,TI NSPIRE Calculators,,Stephens Hall,STPH 120,,Texas Instruments,,,,,,,,,,,,,,,,,,
2850,TI NSPIRE Calculators,,Stephens Hall,STPH 120,,Texas Instruments,,,,,,,,,,,,,,,,,,
2851,TI NSPIRE Calculators,,Stephens Hall,STPH 120,,Texas Instruments,,,,,,,,,,,,,,,,,,
2852,300 V Power Supply,,Stephens Hall,STPH 120,,Enduro,,,,,,,,,,,,,,,,,,
2853,300 V Power Supply,,Stephens Hall,STPH 120,,Enduro,,,,,,,,,,,,,,,,,,
2854,300 V Power Supply,,Stephens Hall,STPH 120,,Enduro,,,,,,,,,,,,,,,,,,
2855,300 V Power Supply,,Stephens Hall,STPH 120,,Enduro,,,,,,,,,,,,,,,,,,
2856,Vortex Mixer S0200,,Stephens Hall,STPH 120,,Labnet,,,,,,,,,,,,,,,,,,
2857,Vortex Mixer S0200,,Stephens Hall,STPH 120,,Labnet,,,,,,,,,,,,,,,,,,
2858,Vortex Mixer S0200,,Stephens Hall,STPH 120,,Labnet,,,,,,,,,,,,,,,,,,
2859,Vortex Mixer S0200,,Stephens Hall,STPH 120,,Labnet,,,,,,,,,,,,,,,,,,
2860,Spectrafuge Mini C1301,,Stephens Hall,STPH 120,,Labnet,,,,,,,,,,,,,,,,,,
2861,Spectrafuge Mini C1301,,Stephens Hall,STPH 120,,Labnet,,,,,,,,,,,,,,,,,,
2862,Spectrafuge Mini C1301,,Stephens Hall,STPH 120,,Labnet,,,,,,,,,,,,,,,,,,
2863,Spectrafuge Mini C1301,,Stephens Hall,STPH 120,,Labnet,,,,,,,,,,,,,,,,,,
2864,16 M Microcentrifuge,,Stephens Hall,STPH 120,,Labnet,,,,,,,,,,,,,,,,,,
2865,16 M Microcentrifuge,,Stephens Hall,STPH 120,,Labnet,,,,,,,,,,,,,,,,,,
2866,Acid Digestion Vessel 23mL,#4749,Stephens Hall,STPH 120,,Parr,,,,,,,,,,,,,,,,,,
2867,Acid Digestion Vessel 23mL,#4749,Stephens Hall,STPH 120,,Parr,,,,,,,,,,,,,,,,,,
2868,Acid Degestion Vessel 45 mL,#4744,Stephens Hall,STPH 120,,Parr,,,,,,,,,,,,,,,,,,
2869,Acid Degestion Vessel 45 mL,#4744,Stephens Hall,STPH 120,,Parr,,,,,,,,,,,,,,,,,,
2870,Scout 3 USB Connection Kit,OHSP-USB,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2871,Scout 3 USB Connection Kit,OHSP-USB,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2872,Scout 3 USB Connection Kit,OHSP-USB,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2873,Scout 3 USB Connection Kit,OHSP-USB,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2874,Scout 3 USB Connection Kit,OHSP-USB,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2875,Scout 3 USB Connection Kit,OHSP-USB,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2876,Scout 3 USB Connection Kit,OHSP-USB,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2877,Scout 3 USB Connection Kit,OHSP-USB,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2878,Scout Pro 120,SPE123,Stephens Hall,STPH 120,,Ohaus,,,,,,,,,,,,,,,,,,
2879,Scout Pro 120,SPE123,Stephens Hall,STPH 120,,Ohaus,,,,,,,,,,,,,,,,,,
2880,Scout Pro 120,SPE123,Stephens Hall,STPH 120,,Ohaus,,,,,,,,,,,,,,,,,,
2881,Scout Pro 120,SPE123,Stephens Hall,STPH 120,,Ohaus,,,,,,,,,,,,,,,,,,
2882,Scout Pro 120,SPE123,Stephens Hall,STPH 120,,Ohaus,,,,,,,,,,,,,,,,,,
2883,Scout Pro 120,SPE123,Stephens Hall,STPH 120,,Ohaus,,,,,,,,,,,,,,,,,,
2884,Scout Pro 120,SPE123,Stephens Hall,STPH 120,,Ohaus,,,,,,,,,,,,,,,,,,
2885,Scout Pro 120,SPE123,Stephens Hall,STPH 120,,Ohaus,,,,,,,,,,,,,,,,,,
2886,Vernier Rotary Motion Sensor,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2887,Vernier Rotary Motion Sensor,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2888,Vernier Rotary Motion Sensor,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2889,Vernier Rotary Motion Sensor,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2890,Vernier Rotary Motion Sensor,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2891,Vernier Rotary Motion Sensor,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2892,Vernier Rotary Motion Sensor,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2893,Vernier Rotary Motion Sensor,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2894,Wireless Dynamic Sensor System,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2895,Wireless Dynamic Sensor System,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2896,Wireless Dynamic Sensor System,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2897,Wireless Dynamic Sensor System,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2898,Vernier Force Plate,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2899,Vernier Force Plate,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2900,Vernier Force Plate,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2901,Vernier Force Plate,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2902,Vernier Force Plate,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2903,Vernier Force Plate,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2904,Vernier Force Plate,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2905,Vernier Force Plate,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2906,Optics Expansion Kit,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2907,Optics Expansion Kit,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2908,Optics Expansion Kit,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2909,Optics Expansion Kit,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2910,Optics Expansion Kit,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2911,Optics Expansion Kit,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2912,Optics Expansion Kit,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2913,Optics Expansion Kit,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2914,Dynamics System Carts and Acc.,Box 2/2,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2915,Dynamics System Carts and Acc.,Box 2/2,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2916,Dynamics System Carts and Acc.,Box 2/2,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2917,Dynamics System Carts and Acc.,Box 2/2,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2918,Dynamics System Carts and Acc.,Box 2/2,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2919,Dynamics System Carts and Acc.,Box 2/2,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2920,Dynamics System Carts and Acc.,Box 2/2,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2921,Dynamics System Carts and Acc.,Box 2/2,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2922,Vernier Circuit Board,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2923,Vernier Circuit Board,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2924,Vernier Circuit Board,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2925,Vernier Circuit Board,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2926,Vernier Circuit Board,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2927,Vernier Circuit Board,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2928,Vernier Circuit Board,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2929,Vernier Circuit Board,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2931,Vernier Motion Detector,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2932,Vernier Motion Detector,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2933,Vernier Motion Detector,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2934,Vernier Motion Detector,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2935,Vernier Motion Detector,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2936,Vernier Motion Detector,,Stephens Hall,STPH 120,,Vernier Software & Technology,,,,,,,,,,,,,,,,,,
2937,Hand-Grip Heart Rate Monitor,An attachment for use with the Vernier LabQuest to measure a person's heart rate by registering the small electrical signals carried across a person's skin each time the heat contracts.,Stephens Hall,STPH 120,,Vernier Software & Technology,HGH-BTA,,,,,,,,,,,,,,,,,
2938,Hand-Grip Heart Rate Monitor,An attachment for use with the Vernier LabQuest to measure a person's heart rate by registering the small electrical signals carried across a person's skin each time the heat contracts.,Stephens Hall,STPH 120,,Vernier Software & Technology,HGH-BTA,,,,,,,,,,,,,,,,,
2939,Hand-Grip Heart Rate Monitor,An attachment for use with the Vernier LabQuest to measure a person's heart rate by registering the small electrical signals carried across a person's skin each time the heat contracts.,Stephens Hall,STPH 120,,Vernier Software & Technology,HGH-BTA,,,,,,,,,,,,,,,,,
2940,Hand-Grip Heart Rate Monitor,An attachment for use with the Vernier LabQuest to measure a person's heart rate by registering the small electrical signals carried across a person's skin each time the heat contracts.,Stephens Hall,STPH 120,,Vernier Software & Technology,HGH-BTA,,,,,,,,,,,,,,,,,
2941,Hand-Grip Heart Rate Monitor,An attachment for use with the Vernier LabQuest to measure a person's heart rate by registering the small electrical signals carried across a person's skin each time the heat contracts.,Stephens Hall,STPH 120,,Vernier Software & Technology,HGH-BTA,,,,,,,,,,,,,,,,,
2942,Hand-Grip Heart Rate Monitor,An attachment for use with the Vernier LabQuest to measure a person's heart rate by registering the small electrical signals carried across a person's skin each time the heat contracts.,Stephens Hall,STPH 120,,Vernier Software & Technology,HGH-BTA,,,,,,,,,,,,,,,,,
2943,Hand-Grip Heart Rate Monitor,An attachment for use with the Vernier LabQuest to measure a person's heart rate by registering the small electrical signals carried across a person's skin each time the heat contracts.,Stephens Hall,STPH 120,,Vernier Software & Technology,HGH-BTA,,,,,,,,,,,,,,,,,
2944,Hand-Grip Heart Rate Monitor,An attachment for use with the Vernier LabQuest to measure a person's heart rate by registering the small electrical signals carried across a person's skin each time the heat contracts.,Stephens Hall,STPH 120,,Vernier Software & Technology,HGH-BTA,,,,,,,,,,,,,,,,,
